"","marker","CHROM","POS","trait","log10p","BF","aboveBF","strain","value","allele","var.exp","startPOS","peakPOS","endPOS","peak_id","interval_size"
"20","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"CX11315",-0.007487,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"21","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"DL200",-0.004462,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"22","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"DL226",-0.0042606,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"23","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"DL238",-0.011698,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"24","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ECA252",-0.0081855,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"25","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ECA348",-0.0091472,1,0.106706516027325,13905367,14330699,14727727,1,822360
"26","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ECA349",-0.0043316,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"27","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ECA36",-0.0097942,1,0.106706516027325,13905367,14330699,14727727,1,822360
"28","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ECA363",-0.006484,1,0.106706516027325,13905367,14330699,14727727,1,822360
"29","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ECA372",-0.0052737,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"30","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ECA396",-0.0068347,1,0.106706516027325,13905367,14330699,14727727,1,822360
"31","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3005",-0.0040318,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"32","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3011",-0.0082402,1,0.106706516027325,13905367,14330699,14727727,1,822360
"33","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3012",-0.0063583,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"34","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3017",-0.0032881,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"35","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3040",-0.0018774,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"36","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3046",-0.002509,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"37","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3048",-0.0073869,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"38","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3049",-0.0030354,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"39","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3052",-0.0046904,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"40","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3073",-0.0052947,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"41","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"ED3077",-0.0079465,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"42","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"EG4347",-0.0063216,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"43","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"EG4349",-0.0015448,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"44","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"EG4724",-0.0023325,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"45","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"EG4725",-0.0045333,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"46","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"EG4946",-0.006011,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"47","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"GXW1",-0.012244,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"48","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JT11398",-0.0056408,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"49","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1088",-0.0052694,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"50","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1172",-0.0059147,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"51","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1200",-0.0069023,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"52","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1212",-0.009388,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"53","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1213",-0.0055295,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"54","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1242",-0.0076337,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"55","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1246",-9.4064e-06,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"56","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1395",-0.0035942,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"57","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1400",-0.0023215,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"58","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1409",-0.0085418,1,0.106706516027325,13905367,14330699,14727727,1,822360
"59","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1440",-0.0043433,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"60","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1491",-0.0075378,1,0.106706516027325,13905367,14330699,14727727,1,822360
"61","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1530",-0.0042698,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"62","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1543",-0.003767,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"63","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1568",-0.00073282,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"64","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1580",-0.0032931,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"65","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1581",-0.0087214,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"66","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1586",-0.0042209,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"67","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1652",-0.0071723,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"68","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1793",-0.0023113,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"69","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1808",0.0025774,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"70","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU1896",-0.0048785,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"71","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2001",-0.0072131,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"72","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2007",-0.0035977,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"73","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2131",-0.0062621,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"74","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2141",-0.0053679,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"75","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2234",-0.0022508,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"76","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2464",-0.0054553,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"77","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2466",-0.0062467,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"78","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2513",-0.0026453,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"79","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2519",-0.0070099,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"80","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2522",-0.0079478,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"81","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2526",-0.011788,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"82","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2534",-0.010524,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"83","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2565",0.0028222,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"84","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2566",-0.0046063,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"85","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2578",-0.00076469,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"86","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU258",-0.0050797,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"87","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2587",-0.0096514,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"88","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2593",-0.0034998,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"89","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2600",-0.0063246,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"90","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2800",-0.011589,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"91","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2862",-0.0068485,1,0.106706516027325,13905367,14330699,14727727,1,822360
"92","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2866",-0.0049292,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"93","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2878",-0.0067473,1,0.106706516027325,13905367,14330699,14727727,1,822360
"94","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2879",-0.0071621,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"95","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU2906",-0.0079553,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"96","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU310",-0.0071565,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"97","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU311",-0.0057476,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"98","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU3125",-0.0034456,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"99","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU3127",-0.0094897,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"100","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU3134",-0.0089355,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"101","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU3135",-0.0027211,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"102","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU3137",-0.0041155,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"103","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU3140",0.0017015,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"104","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU323",-0.0055141,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"105","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU346",-0.0033342,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"106","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU360",-0.0046939,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"107","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU367",-0.004986,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"108","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU393",-0.0048523,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"109","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU394",-0.0041227,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"110","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU397",-0.0032026,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"111","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU406",-0.0018971,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"112","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU440",-0.0012395,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"113","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU561",-0.00070665,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"114","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU642",-0.0097176,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"115","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU751",-0.0009292,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"116","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU774",-0.0039535,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"117","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU775",-0.006665,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"118","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU778",-0.00032797,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"119","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU782",-1.3579e-05,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"120","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU792",-0.006681,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"121","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU830",-0.0020674,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"122","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"JU847",-0.0062836,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"123","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"KR314",-0.0038585,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"124","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"LKC34",-0.0032157,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"125","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"LSJ1",-0.0015667,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"126","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY1",-0.0048552,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"127","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY10",-0.004957,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"128","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY16",-0.0046094,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"129","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY18",-0.0019328,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"130","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY2212",-0.0058286,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"131","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY23",-0.0063707,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"132","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY2453",-0.002564,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"133","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY2530",-0.0038091,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"134","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY2535",-0.0037907,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"135","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY2573",-0.0075715,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"136","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY2693",-0.0066457,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"137","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY2741",-0.006832,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"138","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY679",-0.002504,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"139","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"MY920",-0.0061198,-1,0.106706516027325,13905367,14330699,14727727,1,822360
