strain	cluster	mw	sw	clusterNorm	mwNorm
JU1213	0.31586	0.25223	0.059103	6.0131	4.8296
JU1242	0.34818	0.29327	0.0567	7.0533	5.9658
JU1246	0.40886	0.22755	0.061075	8.47	4.9313
JU1395	0.3099	0.28675	0.0569	6.1713	5.7097
JU1400	0.20745	0.074565	0.042625	5.1365	2.0551
JU1409	0.27236	0.21386	0.05215	6.2163	4.8752
JU1440	0.43107	0.38017	0.053975	9.5608	7.7402
JU1491	0.39765	0.31935	0.0575	7.4887	6.2269
JU1530	0.38985	0.29507	0.0564	7.6622	6.017
JU1543	0.452	0.32998	0.049075	8.286	7.0748
JU1568	0.31877	0.23695	0.0637	5.5703	4.1346
JU1580	0.3029	0.17248	0.0502	6.4367	3.4426
JU1581	0.37022	0.23149	0.058775	7.168	4.5155
JU1586	0.2411	0.19005	0.048175	5.5494	4.3699
JU1652	0.27732	0.17332	0.063825	4.9475	3.0243
JU1793	0.3312	0.17741	0.0526	6.9665	3.6999
JU1808	0.44962	0.3628	0.06205	7.3959	6.6508
JU1896	0.30578	0.24225	0.055	6.2645	5.1108
JU2001	0.2818	0.2273	0.049	6.9238	5.6826
JU2007	0.35195	0.227	0.0506	7.4425	5.2362
JU2131	0.39107	0.343	0.056	6.9357	6.1989
JU2141	0.26532	0.15678	0.04755	5.7804	3.7409
JU2234	0.33357	0.26032	0.053375	7.0644	5.497
JU2464	0.22982	0.2189	0.0399	6.6517	6.3357
JU2466	0.30981	0.25305	0.0559	6.5866	4.9764
JU2513	0.31415	0.18955	0.05225	6.5204	4.274
JU2519	0.29115	0.2203	0.0513	6.2449	5.0528
JU2522	0.30227	0.1657	0.058275	5.8451	3.1383
JU2526	0.34903	0.24695	0.06075	5.4391	4.6245
JU2534	0.2729	0.2239	0.05375	5.9391	4.8727
JU2565	0.3956	0.3469	0.05475	7.7582	6.9799
JU2566	0.35357	0.27277	0.0519	7.4573	4.9595
JU2578	0.47871	0.43975	0.063	8.0932	7.4345
JU258	0.29108	0.2038	0.0506	7.7379	5.9607
JU2587	0.31655	0.1666	0.0588	6.6523	3.9385
JU2593	0.52994	0.41765	0.0703	8.476	6.678
JU2600	0.28227	0.17853	0.055125	5.7234	3.614
JU2800	0.39375	0.31121	0.055325	7.7744	6.2869
JU2862	0.3343	0.19461	0.05275	6.5742	3.9898
JU2866	0.3699	0.20686	0.048475	8.5148	4.9895
JU2878	0.27796	0.22545	0.05115	6.412	4.5889
JU2879	0.31087	0.16834	0.055425	6.1804	3.4752
JU2906	0.39837	0.3524	0.054437	8.8401	7.5297
JU310	0.31165	0.23349	0.0554	6.2392	4.9026
JU311	0.37825	0.27955	0.05315	8.9044	6.2993
JU3125	0.30813	0.25751	0.057975	5.9977	5.0128
JU3127	0.36285	0.22715	0.0622	6.5496	4.1002
JU3134	0.3223	0.25215	0.0557	6.7287	5.2641
JU3135	0.43583	0.4043	0.06465	7.3322	6.8042
JU3137	0.38612	0.3218	0.05765	7.3951	6.279
JU3140	0.32747	0.29473	0.0529	6.9461	6.2626
JU323	0.429	0.33167	0.05845	8.1404	6.2936
JU346	0.31878	0.16655	0.0471	6.8813	4.2325
JU360	0.37006	0.11795	0.05725	6.9254	2.3012
JU367	0.36255	0.2625	0.0531	7.1528	5.142
JU393	0.31225	0.26892	0.059425	5.8865	5.0867
JU394	0.29663	0.233	0.062275	5.9658	4.8351
JU397	0.24099	0.17105	0.04735	5.838	4.2702
JU406	0.23133	0.16181	0.0506	5.3518	3.5927
JU440	0.21744	0.12935	0.051225	4.8931	2.9089
JU561	0.34975	0.31325	0.0625	6.5841	5.8386
JU642	0.31487	0.25143	0.054275	6.5673	5.2427
JU751	0.38714	0.34844	0.068625	6.8324	6.0109
JU774	0.25615	0.1643	0.04885	5.3523	3.4517
JU775	0.30745	0.22985	0.05625	6.2534	4.8982
JU778	0.46658	0.40205	0.0504	9.862	8.4907
JU782	0.37949	0.21622	0.066025	6.3253	3.7087
JU792	0.46043	0.42215	0.056975	8.8796	8.1289
JU830	0.43312	0.2957	0.0483	8.4009	6.7666
JU847	0.44885	0.34001	0.052225	8.6056	6.9262
KR314	0.29815	0.2301	0.052875	6.2505	4.6873
LKC34	0.37616	0.32585	0.0568	7.5761	6.3842
LSJ1	0.28513	0.23767	0.0484	6.5918	5.571
MY1	0.27695	0.20905	0.05075	5.892	3.8443
MY10	0.3539	0.13615	0.0591	7.1766	2.7099
MY16	0.36242	0.28065	0.060275	7.63	6.4836
MY18	0.29835	0.14995	0.0597	6.158	4.1423
MY2212	0.37783	0.3057	0.05715	7.0585	5.6454
MY23	0.40508	0.31366	0.06155	7.176	5.3214
MY2453	0.473	0.4081	0.0591	7.9981	6.9158
MY2530	0.33405	0.2809	0.0549	6.5836	5.6236
MY2535	0.375	0.29495	0.05255	8.1081	6.447
MY2573	0.35468	0.288	0.059525	6.3492	5.1594
MY2693	0.492	0.40726	0.0594	10.6609	7.9099
MY2741	0.37567	0.36395	0.06005	6.9184	6.7026
MY679	0.3771	0.3266	0.05975	7.6517	6.4277
MY920	0.24944	0.08145	0.056775	5.6884	1.3407
N2	0.29928	0.14041	0.0608	5.7032	2.9137
NIC1	0.38675	0.27233	0.05914	7.459	5.1862
NIC1107	0.37611	0.32203	0.05595	7.2084	6.7666
NIC166	0.34743	0.17762	0.0504	6.4399	3.4186
NIC195	0.31443	0.187	0.0593	6.1052	3.3974
NIC199	0.32204	0.20188	0.05035	7.2043	4.5003
NIC2	0.3387	0.27339	0.05535	7.1264	5.7755
NIC207	0.2831	0.22105	0.0495	6.3475	4.9563
NIC231	0.31964	0.23347	0.059475	5.8585	4.0314
NIC236	0.33915	0.31815	0.0519	7.7249	7.2637
NIC242	0.33055	0.1915	0.051675	7.7232	4.4033
NIC251	0.33733	0.30163	0.056775	7.1043	6.4331
NIC252	0.29035	0.1948	0.053015	7.6601	4.4802
NIC255	0.34787	0.30473	0.05365	7.2646	6.3641
NIC256	0.26667	0.1711	0.05105	5.7597	3.866
NIC258	0.2508	0.191	0.05845	4.8871	3.7529
NIC259	0.31175	0.206	0.06105	5.7839	3.8219
NIC260	0.47654	0.34625	0.05955	9.2262	7.9574
NIC261	0.34943	0.22791	0.0543	7.6865	5.0028
NIC262	0.25905	0.14277	0.0673	4.2642	2.3502
NIC265	0.42088	0.22218	0.046475	8.6158	4.673
NIC266	0.40398	0.1965	0.05795	7.689	3.8416
NIC267	0.49638	0.4198	0.0582	9.2358	7.9718
NIC268	0.49305	0.41715	0.0558	9.9727	8.4437
NIC269	0.3208	0.14168	0.056625	6.3211	2.8014
NIC271	0.3317	0.24045	0.060325	6.103	4.4241
NIC272	0.42864	0.34454	0.05205	9.288	7.4657
NIC274	0.33638	0.20825	0.05095	7.9846	5.0669
NIC275	0.25745	0.21805	0.04635	6.5105	5.7081
NIC276	0.3841	0.34616	0.0593	7.6957	6.9123
NIC277	0.29252	0.21175	0.050525	6.5222	4.762
NIC3	0.29195	0.19215	0.0536	6.4662	4.2558
NIC513	0.30816	0.26625	0.051925	7.4824	6.4621
NIC514	0.37755	0.31964	0.056	7.8168	6.6178
NIC522	0.40984	0.30279	0.06015	7.3885	5.7952
NIC523	0.28395	0.1835	0.05135	6.4576	4.1282
PB303	0.3631	0.34025	0.05095	8.051	7.3128
PS2025	0.24466	0.10965	0.0499	5.539	2.4585
PX179	0.30353	0.18638	0.04675	7.1252	4.4471
QG2075	0.24315	0.19465	0.04195	7.5226	5.709
QG536	0.47765	0.37838	0.059425	8.7721	6.9455
QG556	0.3634	0.26535	0.04955	8.7884	6.079
QG557	0.28253	0.12898	0.0505	6.3065	2.8634
QW947	0.33619	0.18235	0.05705	6.9869	3.9131
QX1212	0.27662	0.23015	0.056425	6.0964	4.7888
QX1233	0.48472	0.23595	0.0542	10.3219	7.1398
QX1791	0.30569	0.1976	0.0487	5.4685	3.8483
QX1792	0.38607	0.36128	0.058925	7.446	6.9671
QX1793	0.43985	0.38995	0.06395	7.1871	6.3717
QX1794	0.28045	0.2217	0.05105	6.3264	4.982
RC301	0.38437	0.34425	0.05315	8.8158	7.8956
WN2001	0.45451	0.38976	0.06195	7.7429	6.795
WN2002	0.35458	0.2823	0.055	7.5498	6.0108
WN2033	0.41855	0.32983	0.05665	8.7017	6.8572
XZ1513	0.34253	0.32232	0.0576	6.9736	5.8883
XZ1514	0.27475	0.0501	0.0424	6.7589	1.283
XZ1516	3.366e-05	2.177e-05	6.185e-06	6.0377	3.9049
